mortality_rate,T2M,O3
1.362,279.949,51.975
1.703,283.684,63.052
1.589,277.803,72.471
1.566,276.395,58.825
1.816,275.885,69.039
1.589,275.867,59.281
1.09,277.787,26.059
1.635,279.641,49.03
1.498,279.034,44.533
1.067,281.613,54.87
1.544,281.428,47.525
1.294,282.14,39.007
1.635,281.515,33.462
1.635,280.448,40.003
1.271,280.129,49.819
1.521,281.923,69.77
1.339,282.197,75.526
1.476,282.225,75.155
1.339,279.63,61.804
1.226,280.749,51.705
1.498,282.961,32.082
1.612,282.288,46.848
1.498,281.965,45.781
1.067,284.18,51.964
1.112,283.678,52.123
1.181,284.969,46.89
1.339,284.414,45.35
1.271,283.564,44.95
1.68,283.708,41.794
1.453,285.56,52.703
1.544,287.603,66.716
1.476,286.571,51.667
1.476,284.034,60.164
1.226,282.651,56.709
1.271,284.519,55.049
1.226,283.198,63.635
1.521,286.631,64.893
1.317,287.562,67.624
1.68,287.039,41.289
1.521,288.148,48.005
1.203,288.553,57.217
1.385,284.963,53.633
0.931,284.24,62.765
1.294,284.972,66.422
1.271,285.868,68.594
1.317,284.91,67.347
1.158,286.077,69.894
1.294,284.459,68.695
1.181,282.202,67.379
1.362,282.949,67.695
0.908,283.854,65.646
1.271,286.308,64.278
1.317,285.558,52.199
1.067,284.767,54.646
1.362,285.062,44.975
1.544,285.309,56.367
1.203,283.715,50.905
1.385,285.495,58.086
0.954,283.971,42.002
1.294,282.509,56.001
1.476,283.007,39.947
1.181,283.115,40.677
1.249,287.412,23.624
1.453,287.749,47.826
1.067,285.987,62.565
1.476,285.124,56.081
1.544,286.228,55.872
1.135,286.674,47.407
1.657,289.134,38.12
1.022,290.601,35.74
1.226,286.566,43.997
1.294,284.3,52.598
1.249,281.348,64.893
1.271,281.582,66.5
1.339,283.096,51.856
1.385,283.582,43.676
1.43,286.146,46.79
1.339,287.6,57.563
1.498,289.809,72.52
1.453,290.28,77.636
1.294,287.8,69.608
1.181,286.839,74.099
1.044,286.06,74.321
1.181,287.922,61.145
1.476,289.437,57.255
1.339,290.904,70.033
1.181,290.389,81.701
1.362,290.425,78.695
0.976,290.718,61.381
1.203,289.481,43.796
1.271,286.44,50.215
1.339,287.809,52.29
0.976,287.278,48.247
1.112,288.372,50.755
1.112,288.266,44.435
1.339,290.437,50.861
1.226,290.456,60.063
1.226,288.758,48.082
1.226,287.367,41.342
1.408,287.768,49.414
1.09,286.073,43.867
1.271,285.922,49.449
1.203,285.199,46.238
1.408,285.514,38.49
0.999,285.817,44.337
1.158,287.757,43.812
1.112,287.382,23.524
1.43,288.986,45.496
1.544,288.002,40.645
1.226,286.642,41.745
1.294,287.433,42.419
1.044,288.087,44.276
1.181,287.96,50.987
1.271,287.84,47.806
1.317,287.246,41.391
1.09,286.806,37.535
1.294,287.847,42.121
1.112,288.226,46.079
0.976,289.336,28.84
1.09,289.515,30.604
1.067,290.036,45.266
1.067,287.965,32.824
1.158,290.852,48.347
0.999,288.737,45.654
1.203,289.174,44.239
1.294,288.706,41.154
1.112,287.378,55.894
1.135,285.737,49.014
1.339,287.347,47.304
1.362,287.536,49.571
1.294,288.628,57.039
1.067,288.761,35.305
1.408,288.12,36.527
1.022,289.208,40.452
1.271,288.924,45.801
1.112,287.041,43.649
1.249,286.851,43.096
1.203,288.464,41.027
1.317,289.905,50.173
1.112,288.083,37.221
1.362,290.731,39.046
1.271,292.604,38.58
1.408,293.897,73.857
1.226,290.074,47.759
0.999,287.743,41.04
1.226,287.754,40.569
0.999,287.896,41.511
1.09,289,46.674
1.408,290.763,48.829
1.09,288.342,45.002
1.158,288.474,40.432
1.181,288.357,34.038
1.339,288.795,39.198
1.067,286.291,45.317
1.044,286.761,45.588
1.249,287.973,37.583
1.385,288.138,30.108
1.453,286.884,43.885
1.181,288.719,55.755
1.112,289.799,65.321
0.84,289.119,55.822
0.885,289.448,42.963
1.362,290.758,28.683
1.044,288.658,43.406
0.999,287.759,35.884
1.112,286.761,31.055
1.294,286.815,34.91
1.022,288.796,34.351
0.999,289.081,34.905
0.885,289.256,37.659
0.908,288.959,33.848
1.203,286.577,41.247
1.339,285.922,36.593
1.408,290.374,29.548
1.362,290.904,26.09
1.203,289.65,29.293
1.158,288.97,33.517
0.976,288.794,34.124
1.158,287.815,41.605
1.249,286.818,30.332
1.249,289.008,34.67
1.521,289.275,31.296
1.112,288.099,46.586
1.294,286.478,35.294
1.498,288.373,48.888
1.203,284.39,36.65
0.931,282.926,43.151
1.271,286.365,41.154
1.249,288.587,44.767
1.203,288.389,37.823
1.022,287.313,29.467
1.067,289.265,43.75
1.498,286.771,47.406
1.158,285.094,35.2
1.226,281.915,45.223
1.158,283.567,46.242
0.976,285.01,45.151
1.43,284.926,40.304
1.181,283.253,33.946
1.135,285.441,43.345
1.408,285.869,45.393
1.181,286.049,29.38
1.158,284.965,33.994
1.135,283.661,31.64
1.249,284.773,39.532
1.294,284.843,36.348
1.226,284.26,30.842
1.249,284.796,26.171
1.294,285.785,31.162
1.249,285.71,22.347
0.931,288.411,15.791
1.68,288.396,13.494
1.112,286.796,23.595
1.158,286.265,32.085
1.09,286.69,32.569
1.249,282.583,39.992
1.362,280.85,24.201
1.43,280.224,20.241
1.181,280.954,26.014
1.362,280.26,19.992
1.362,281.212,12.283
1.158,280.23,21.597
1.067,282.301,36.584
1.476,282.776,31.575
1.498,282.054,19.045
1.476,286.183,32.263
1.612,286.502,46.902
1.181,281.406,35.845
1.181,281.943,32.813
1.158,284.953,26.514
1.067,285.728,34.315
1.181,285.114,23.201
0.999,285.022,26.926
1.294,281.538,18.008
1.294,281.668,29.157
1.43,281.147,45.926
1.362,284.295,50.821
1.249,281.944,50.715
1.339,279.199,63.162
1.635,283.468,56.731
1.339,281.417,53.165
0.976,276.538,24.947
1.158,279.769,40.215
1.544,279.051,26.216
1.271,275.992,10.431
1.521,276.563,6.161
1.612,278.447,20.468
1.839,277.751,37.658
1.362,279.403,31.971
1.68,280.665,23.431
1.271,281.83,17.643
1.408,279.895,22.816
1.521,276.58,37.193
1.362,277.56,32.371
1.657,279.742,46.538
1.408,277.891,18.062
1.476,279.949,9.349
1.725,281.659,36.11
1.135,279.695,40.178
1.68,283.898,44.807
1.294,279.724,57.476
1.612,281.301,52.963
1.566,279.147,42.455
1.271,281.643,33.544
1.476,284.072,51.775
1.566,284.303,49.997
1.498,280.25,55.57
1.589,278.923,48.736
1.476,278.343,47.084
1.067,278.063,40.82
1.249,274.831,10.7
1.498,274.934,3.347
1.589,274.314,3.594
1.271,273.895,4.262
1.816,275.769,13.248
1.657,273.668,18.965
1.566,275.274,23.611
1.68,275.888,21.378
1.725,276.375,14.224
1.498,274.034,3.199
1.589,274.114,5.676
1.68,275.551,7.247
1.657,273.949,14.392
1.93,279.823,31.26
1.725,277.987,25.365
2.066,278.069,30.536
1.725,283.254,45.886
1.657,283.281,47.348
1.862,278.572,45.238
1.521,277.57,21.946
1.907,278.714,9.75
1.669,279.112,46.892
1.761,282.194,47.993
1.541,280.79,49.569
1.669,281.51,41.284
1.724,278.954,34.812
1.779,282.246,57.406
1.339,281.186,50.989
1.687,283.678,57.508
1.614,279.701,51.144
1.853,281.776,54.671
1.706,282.863,55.926
1.743,282.408,56.25
1.247,278.851,45.638
1.999,280.647,46.354
1.651,281.939,35.929
1.522,279.583,51.875
1.577,282.178,54.339
1.541,282.267,51.74
1.669,280.634,50.458
1.394,276.932,48.402
2.018,275.327,29.551
1.522,272.575,25.026
1.192,275.201,33.35
1.522,273.408,19.271
1.963,277.401,41.223
1.669,279.08,42.017
1.614,279.842,49.71
1.632,279.997,38.756
1.229,277.971,36.996
1.431,280.222,42.544
1.669,281.791,28.05
1.632,280.047,29.067
1.284,274.141,9.048
1.614,272.735,7.653
1.963,274.562,13.176
1.743,272.29,13.51
1.981,271.28,11.242
2.128,273.878,17.967
1.963,271.855,15.672
1.706,276.463,23.022
1.889,279.38,59.023
1.798,279.521,55.722
1.687,279.332,50.251
1.614,278.466,44.822
1.247,280.824,48.662
1.999,280.242,25.086
2.274,279.314,9.138
1.889,278.398,18.466
1.706,280.257,24.051
1.908,281.756,36.795
1.798,280.325,51.318
1.596,281.175,53.875
1.596,281.277,55.597
1.302,280.877,50.997
1.614,280.114,51.264
2.164,278.509,55.419
1.559,281.375,45.531
1.449,280.883,64.06
2.274,278.464,63.349
1.834,278.192,41.89
1.174,279.737,52.918
1.706,279.669,45.365
1.321,280.279,75.207
1.743,281.7,67.994
1.632,279.585,57.022
1.577,279.601,52.466
1.449,279.897,61.699
1.669,281.95,59.734
1.339,282.979,62.39
1.394,282.428,54.708
1.596,279.727,53.36
1.357,280.572,46.652
1.211,280.786,52.869
1.412,279.451,60.442
1.412,283.1,66.742
1.541,277.2,75.763
1.541,275.93,63.442
1.522,275.23,67.794
1.467,275.252,58.732
1.467,279.103,33.192
1.394,279.708,41.935
1.596,278.526,42.359
1.211,281.702,51.968
1.431,281.332,41.447
1.247,282.136,37.136
1.412,280.931,39.501
1.651,279.147,66.832
1.339,280.064,48.903
1.486,282.131,67.459
1.522,282.175,75.258
1.174,282.864,69.129
1.321,279.439,49.079
1.339,280.191,45.242
1.486,282.301,43.314
1.559,282.089,52.476
1.211,282.044,50.199
1.394,283.707,57.882
1.247,282.874,58.582
1.541,284.733,55.383
1.357,284.643,53.94
1.504,284.685,39.668
1.412,285.125,34.889
1.449,287.268,50.933
1.486,288.359,66.461
1.669,286.604,57.562
1.376,283.586,64.846
1.339,282.333,63.683
1.302,284.153,58.33
1.467,284.385,50.009
1.486,286.669,65.495
1.284,287.102,69.632
1.467,286.658,46.867
1.412,287.103,55.896
1.467,286.671,61.852
1.192,285.489,50.974
1.082,285.583,55.39
1.211,286.563,63.473
0.844,286.982,65.068
0.899,285.949,65.486
1.357,287.064,68.753
1.156,286.407,65.404
1.192,284.031,55.818
1.412,284.211,56.67
1.229,285.049,62.536
1.339,286.106,68.912
1.412,285.176,54.015
1.174,284.806,56.748
1.174,284.276,48.65
1.321,284.41,58.245
1.192,283.26,58
1.247,284.918,62.293
1.302,283.382,41.726
1.321,282.778,63.188
1.486,283.78,48.888
1.449,283.248,45.166
1.486,288.757,30.32
1.064,286.418,53.819
1.082,285.034,65.532
1.119,284.689,56.348
1.284,286.355,50.499
1.449,286.127,53.244
1.174,288.604,42.835
1.339,290.05,39.699
1.412,286.073,51.902
1.082,283.696,57.295
1.467,280.638,56.259
1.339,281.437,64.89
1.101,282.188,60.927
1.596,282.519,46.575
1.211,285.573,50.319
1.376,287.647,58.464
1.174,290.114,59.709
1.174,289.698,44.033
1.522,289.334,60.421
1.339,288.26,66.306
1.449,287.365,62.929
1.174,288.368,53.299
1.431,290.465,61.082
1.394,291.766,77.305
1.412,291.193,74.321
1.394,291.643,75.763
1.357,290.565,67.845
1.449,289.045,47.327
1.284,287.499,41.269
0.917,287.879,48.722
1.229,287.374,51.594
1.321,288.297,53.632
1.247,287.911,46.105
1.174,290.289,53.45
1.229,289.104,58.025
1.302,287.658,52.909
1.156,287.432,42.064
1.412,287.805,56.15
1.101,285.48,48.384
1.376,284.81,49.342
1.156,284.911,49.392
1.357,285.264,43.384
1.284,285.047,44.703
1.192,287.577,43.968
1.119,287.63,25.717
1.211,288.115,47.932
1.376,287.569,44.65
1.174,286.235,45.906
1.137,286.942,48.994
1.357,287.069,43.939
1.009,287.593,54.524
1.192,287.383,46.976
1.596,286.707,41.76
1.284,286.034,41.354
1.027,287.55,47.205
0.935,288.144,47.471
1.192,289.031,33.511
1.284,288.174,32.543
1.119,288.861,45.754
0.972,287.449,34.281
1.211,289.797,49.217
1.119,287.669,46.663
1.247,288.666,47
1.174,288.301,40.851
1.064,286.601,48.539
1.394,284.721,46.272
1.211,286.285,50.09
1.192,286.361,43.033
1.229,288.011,56.417
0.899,288.266,39.519
1.339,287.552,39.167
1.229,288.771,41.394
1.101,288.488,45.74
1.009,286.886,47.17
1.247,286.665,44.324
1.229,288.085,44.2
1.412,289.217,52.643
1.431,287.505,40.693
1.449,289.704,38.154
1.027,291.632,38.905
1.302,293.009,66.629
1.082,288.835,47.131
1.009,286.486,42.827
1.064,287.471,44.635
1.192,288.178,38.128
1.156,288.746,45.503
1.321,289.797,51.628
1.339,287.746,46.861
0.954,287.981,41.188
1.339,288.453,36.425
1.174,288.18,44.591
0.935,285.811,48.942
1.009,286.236,48.56
1.101,287.277,37.195
0.899,287.151,38.373
1.302,286.455,45.191
1.174,288.606,52.039
1.247,290.22,64.042
1.192,289.461,51.875
1.229,289.848,34.098
1.284,290.524,29.756
1.082,288.464,44.509
1.357,287.149,40.559
1.192,287.071,30.023
1.284,286.448,40.783
1.082,288.171,38.343
1.137,288.759,37.319
1.412,288.952,37.613
1.412,288.758,38.224
1.302,286.903,44.173
1.137,286.206,34.1
0.954,289.826,33.549
1.266,290.729,30.004
1.302,289.684,32.335
1.211,288.484,40.697
1.229,288.66,39.895
0.972,287.578,45.062
1.156,286.868,35.713
1.082,288.682,39.275
1.211,288.374,33.91
1.009,287.616,49.655
1.064,286.013,40.455
1.302,287.867,51.688
0.972,283.788,40.635
1.192,282.462,41.38
1.027,286.16,44.844
1.266,288.024,48.855
1.467,287.743,44.217
1.376,287.211,37.144
1.064,288.579,44.365
1.027,285.616,51.615
1.192,284.672,42.967
1.137,281.364,40.246
1.064,282.188,42.554
1.247,284.144,38.889
1.412,285.087,31.883
1.156,283.81,28.388
1.211,285.286,35.008
0.972,285.24,30.132
1.247,285.96,30.199
1.192,284.253,37.84
1.266,282.904,25.322
1.449,283.541,26.243
1.376,284.332,30.969
1.119,284.554,28.169
1.064,285.61,35.89
1.376,285.74,26.332
1.302,284.929,27.562
1.266,288.141,22.736
1.156,288.239,15.663
0.917,286.943,27.853
1.486,286.322,43.036
1.009,286.031,35.807
1.302,282.052,46.749
1.229,280.833,32.472
1.101,279.744,20.561
1.229,279.438,20.444
1.357,279.81,25.718
1.376,280.977,21.787
1.174,279.332,17.45
1.156,280.324,24.99
1.211,281.888,23.978
1.321,282.01,18.195
1.101,286.222,40.018
1.743,285.909,52.222
1.357,281.013,43.38
1.357,282.138,40.04
1.174,285.072,37.009
1.101,285.572,44.495
1.596,284.221,35.813
1.541,284.743,34.552
1.156,281.208,23.342
1.192,281.646,36.357
1.266,281.416,52.317
1.357,283.664,54.694
1.284,281.783,55.292
1.284,279.9,68.375
1.119,283.377,59.798
1.376,281.459,48.361
1.321,275.202,29.404
1.174,280.248,48.469
1.522,278.566,22.197
1.394,274.496,8.133
1.669,275.645,13.092
1.724,279.363,34.069
1.211,277.229,39.553
1.504,278.691,28.161
1.412,279.401,20.436
1.394,280.554,19.93
1.302,279.631,30.13
1.431,274.629,30.001
1.357,277.713,41.541
1.632,280.325,50.636
1.394,279.923,27.301
1.229,281.176,28.431
1.541,281.616,44.384
1.357,279.452,46.165
1.357,283.913,52.599
1.632,279.425,60.194
1.614,281.304,56.88
1.614,279.349,50.663
1.779,282.175,44.314
1.339,283.488,55.685
1.577,284.695,55.722
1.504,279.592,57.789
1.522,279.302,52.607
1.541,278.754,49.001
1.302,277.308,40.004
1.431,273.655,16.636
1.431,274.271,5.943
1.357,274.83,4.996
1.522,273.21,3.567
1.522,274.025,6.313
1.412,271.905,9.934
1.853,273.491,16.282
1.357,274.388,13.152
1.266,274.962,7.917
1.614,271.391,2.364
1.706,272.306,4.153
1.376,275.897,14.008
1.651,274.38,23.767
1.963,280.481,38.327
1.614,277.405,34.249
1.743,278.545,36.301
1.889,282.986,51.311
1.467,282.779,50.301
1.522,278.356,46.562
1.577,277.5,29.276
2.018,279.066,20.807
1.84,279.575,41.337
1.132,282.036,36.288
1.999,282.043,45.925
1.592,282.31,32.816
1.769,279.342,21.385
1.875,282.099,48.485
1.185,281.95,44.466
1.751,285.112,53.576
1.627,281.607,47.372
1.557,282.521,50.7
1.716,283.203,46.923
1.733,283.639,49.789
1.344,279.501,35.161
1.786,280.622,32.047
1.61,283.327,33.194
1.256,281.457,46.687
1.627,283.136,50.331
1.539,282.964,44.391
1.362,282.586,47.364
1.433,278.365,45.1
1.539,276.784,37.618
1.362,275.494,35.952
1.433,275.461,31.362
1.698,274.975,30.554
1.893,276.653,21.751
1.716,279.261,23.314
1.309,280.359,42.985
1.344,280.96,28.93
1.45,279.295,17.418
1.362,279.866,28.552
1.327,282.11,12.532
1.733,281.016,19.375
1.645,276.943,15.448
1.521,275.302,15.548
1.574,276.82,17.586
1.415,273.813,14.257
1.557,273.345,10.109
1.857,275.309,17.801
1.645,274.997,21.5
1.645,278.911,25.121
1.91,280.913,54.793
1.91,280.919,51.835
1.627,279.801,42.023
1.521,279.995,33.917
1.574,279.899,30.792
1.645,281.954,22.507
1.61,280.144,9.019
1.521,279.244,25.819
1.751,280.907,20.828
1.45,282.206,25.601
1.786,281.528,31.188
1.893,281.266,36.631
1.397,282.315,48.1
1.433,281.971,47.091
1.645,280.655,41.337
1.362,279.718,45.789
1.645,281.091,29.857
1.61,282.54,58.979
1.362,279.805,57.664
1.397,279.343,41.156
1.327,280.301,44.757
1.415,280.743,38.078
1.557,281.517,66.574
1.256,282.804,55.912
1.468,280.455,40.584
1.309,280.639,31.624
1.167,281.438,52.861
1.327,282.075,42.825
1.503,282.549,45.987
1.592,283.471,41.339
1.468,280.967,33.826
1.415,281.212,31.717
1.256,281.818,32.347
1.663,281.252,48.741
1.433,284.082,61.454
1.397,279.22,70.353
1.486,276.865,61.28
1.256,276.782,70.209
1.415,277.307,66.982
1.291,277.134,31.715
1.309,280.041,50.845
1.592,279.971,51.647
1.503,282.24,53.139
1.362,282.292,41.809
1.15,282.551,35.537
1.433,282.458,32.927
1.503,280.7,30.757
1.592,280.021,47.84
1.309,282.609,73.024
1.486,283.467,77.23
1.309,283.234,73.678
1.397,280.212,69.175
1.291,280.476,63.843
1.38,282.501,38.357
1.45,282.848,39.289
1.415,282.056,53.613
1.238,284.121,48.073
1.344,284.216,52.206
1.362,285.136,45.093
1.238,284.564,44.375
1.503,283.878,42.877
1.38,284.47,38.192
1.468,285.894,49.807
1.132,287.46,65.405
1.362,286.879,60.308
1.291,284.454,60.948
1.185,283.416,55.071
1.238,285.309,52.995
1.291,282.904,68.045
1.309,285.118,59.103
1.309,287.525,60.23
1.167,287.592,40.835
1.344,288.475,45.883
1.061,289.254,54.599
1.061,285.776,57.397
1.203,286.012,69.679
1.026,285.974,71.166
1.468,286.857,69.263
1.167,285.879,67.103
1.327,286.839,72.587
1.309,285.806,71.293
1.22,282.735,72.854
1.274,283.819,79.535
1.468,283.306,73.105
1.256,286.568,61.127
1.309,285.923,48.131
1.327,285.763,54.177
1.415,285.459,45.698
1.256,285.609,53.129
1.344,284.562,54.681
1.203,286.336,60.165
1.256,284.717,44.101
1.45,283.529,55.569
0.92,282.918,38.851
1.486,284.104,48.017
1.274,287.058,27.378
1.344,288.638,39.917
0.991,286.576,62.802
1.344,285.039,57.175
1.521,286.405,67.728
1.291,287.938,62.137
1.203,289.666,54.733
1.167,291.367,48.864
1.362,288.555,42.995
1.185,285.326,55.121
1.132,282.73,69.121
1.238,281.822,71.974
1.397,283.654,52.72
1.097,284.232,40.491
1.397,286.462,48.006
1.044,287.399,55.819
1.256,288.994,76.497
1.097,289.457,80.086
1.15,288.097,69.095
1.167,287.757,79.022
1.167,286.623,79.83
1.362,288.355,70.499
1.061,287.948,63.385
1.327,290.293,69.057
1.097,289.68,83.277
1.291,289.373,83.51
1.132,291.393,68.54
1.185,290.506,43.823
1.114,288.52,41.096
1.309,289.237,49.198
1.256,287.641,46.646
1.15,288.901,50.05
1.008,288.465,43.164
1.203,290.557,50.213
1.397,290.652,59.255
0.973,289.476,48.207
1.291,287.87,44.288
1.079,288.139,48.751
1.185,286.118,42.209
1.185,287.249,47.781
1.061,285.892,47.809
1.256,286.161,35.862
1.344,286.756,45.337
1.238,288.231,41.711
0.973,288.463,23.555
1.327,289.528,43.903
1.327,288.45,40.095
1.132,287.368,42.729
0.902,287.89,43.268
1.327,288.525,43.63
1.061,289.075,51.257
1.238,288.777,47.454
1.22,288.295,42.749
1.22,287.244,39.741
1.38,288.205,42.821
0.973,288.707,45.551
1.256,289.604,29.702
1.291,291.149,33.254
0.937,290.846,48.642
1.238,290.638,39.2
0.867,291.786,45.595
1.026,289.675,48.507
1.291,290.138,48.514
0.902,289.696,46.213
1.291,288.794,50.271
1.503,288.318,49.044
1.22,288.502,49.881
1.309,288.604,45.087
0.991,289.622,63.057
1.291,289.52,37.822
1.167,288.943,36.204
1.079,290.262,42.773
1.132,290.263,43.023
1.15,287.807,47.486
0.991,287.388,43.509
1.167,288.605,46.165
1.044,290.382,59.307
1.238,288.56,39.239
1.044,291.089,42.606
1.327,292.488,48.278
1.256,294.278,74.083
1.097,291.149,48.005
0.814,289.121,41.118
0.973,288.72,46.286
1.061,288.463,50.936
1.256,289.104,55.505
1.203,290.899,53.139
1.026,289.844,47.317
1.327,289.46,39.106
0.778,289.457,36.06
1.203,289.915,40.405
1.044,287.23,42.254
0.973,287.718,42.302
1.097,289.113,39.486
0.991,289.308,30.257
0.973,287.478,46.8
0.955,289.336,61.309
1.291,290.656,70.675
1.433,290.041,65.258
1.344,290.088,57.978
1.185,291.211,29.687
1.026,289.395,43.222
1.061,288.256,40.491
0.973,287.751,39.572
1.167,287.679,39.318
1.238,288.853,31.357
1.203,289.409,31.29
1.114,289.862,36.786
1.203,289.989,33.296
1.026,287.409,42.101
1.15,286.528,48.266
1.15,290.259,27.074
0.92,290.898,27.628
1.061,290.171,36.195
1.044,289.792,31.399
1.15,289.722,41.659
0.991,288.374,42.848
1.044,287.228,41.045
1.008,288.795,31.55
1.238,289.165,33.952
1.38,289.06,38.985
0.902,287.517,35.598
1.327,288.489,46.556
1.114,286.146,36.147
1.097,284.13,43.886
0.955,287.073,35.227
1.185,289.521,40.199
1.185,289.544,40.958
1.397,288.992,27.442
1.238,289.785,42.909
0.991,288.012,48.222
1.274,285.515,34.658
1.044,282.96,47.057
1.344,285.313,50.172
1.291,286.116,46.037
0.937,285.853,44.93
0.902,284.411,40.58
1.097,286.711,44.053
0.973,287.23,42.24
0.973,287.033,17.786
1.397,285.798,28.955
1.344,285.022,33.305
1.132,286.25,39.763
1.344,285.69,39.052
1.097,285.618,36.645
1.344,284.746,23.136
1.344,286.492,33.486
1.132,285.782,27.191
1.38,288.148,15.987
1.22,287.272,29.063
1.344,286.353,23.981
1.132,286.478,23.838
1.521,287.79,36.066
1.291,284.179,46.042
1.203,281.91,33.583
1.114,281.672,29.065
1.309,282.427,32.991
1.061,281.084,22.468
1.079,282.183,15.566
1.22,280.777,25.068
1.344,283.206,43.851
1.592,283.388,30.135
1.238,283.299,14.466
1.344,285.799,21.516
1.274,287.205,41.451
1.061,282.6,28.506
1.203,282.078,31.642
1.38,284.357,16.762
1.256,285.347,25.514
1.327,285.599,16.113
1.22,285.358,24.579
1.185,282.767,33.752
1.256,282.212,23.348
1.344,281.157,39.65
1.22,284.161,42.033
1.256,282.415,43.236
1.645,279.326,59.158
1.362,283.481,53.507
0.991,282.137,53.856
1.574,277.702,29.313
1.539,279.521,34.155
1.327,279.878,34.734
1.132,277.783,22.127
1.61,276.855,5.638
1.22,278.612,9.994
1.22,279.14,33.981
1.291,280.51,31.503
1.415,281.851,24.228
1.468,282.864,22.49
1.521,280.954,22.721
1.256,278.673,46.838
1.486,277.462,23.699
1.539,280.036,43.371
1.256,278.659,23.713
1.026,280.284,6.987
1.539,282.112,22.803
1.362,280.347,34.768
1.521,283.56,39.778
1.592,280.795,56.149
1.291,282.069,54.435
1.521,280.029,43.201
1.539,281.77,28.318
1.274,284.414,47.373
1.539,284.691,45.735
1.45,281.17,53.646
1.185,279.836,45.738
1.415,279.767,49.756
1.468,279.438,44.678
1.91,276.307,18.497
1.344,276.127,9.64
1.716,275.435,9.623
1.468,276.1,8.3
1.203,276.848,23.786
1.309,275.459,22.41
1.256,276.193,26.054
1.503,276.247,20.249
1.291,276.516,9.484
1.893,275.219,3.013
1.468,275.693,4.589
1.574,276.618,3.418
1.291,276.081,8.84
1.627,279.906,23.336
2.229,280.239,25.395
