mortality_rate,T2M,PM10
1.589,281.378,21.084
1.362,279.949,14.704
1.703,283.684,13.631
1.589,277.803,8.798
1.566,276.395,9.035
1.816,275.885,10.693
1.589,275.867,11.802
1.09,277.787,11.728
1.635,279.641,13.755
1.498,279.034,22.274
1.067,281.613,38.302
1.544,281.428,36.943
1.294,282.14,46.796
1.635,281.515,52.257
1.635,280.448,23.795
1.271,280.129,31.983
1.521,281.923,33.217
1.339,282.197,28.906
1.476,282.225,33.457
1.339,279.63,8.513
1.226,280.749,10.633
1.498,282.961,18.418
1.612,282.288,12.697
1.498,281.965,18.997
1.067,284.18,19.03
1.112,283.678,13.83
1.181,284.969,11.311
1.339,284.414,14.99
1.271,283.564,24.626
1.68,283.708,29.615
1.453,285.56,31.875
1.544,287.603,35.425
1.476,286.571,27.221
1.476,284.034,13.757
1.226,282.651,14.26
1.271,284.519,17.164
1.226,283.198,9.702
1.521,286.631,25.113
1.317,287.562,22.71
1.68,287.039,18.732
1.521,288.148,10.23
1.203,288.553,12.856
1.385,284.963,9.34
0.931,284.24,10.036
1.294,284.972,10.645
1.271,285.868,16.631
1.317,284.91,11.074
1.158,286.077,12.495
1.294,284.459,12.156
1.181,282.202,13.174
1.362,282.949,12.239
0.908,283.854,13.058
1.271,286.308,15.527
1.317,285.558,7.158
1.067,284.767,12.984
1.362,285.062,8.737
1.544,285.309,9.862
1.203,283.715,8.522
1.385,285.495,11.438
0.954,283.971,12.09
1.294,282.509,9.637
1.476,283.007,8.137
1.181,283.115,10.054
1.249,287.412,8.876
1.453,287.749,9.81
1.067,285.987,14.699
1.476,285.124,15.607
1.544,286.228,19.277
1.135,286.674,16.439
1.657,289.134,14.995
1.022,290.601,14.478
1.226,286.566,13.686
1.294,284.3,14.04
1.249,281.348,6.062
1.271,281.582,8.064
1.339,283.096,10.485
1.385,283.582,11.014
1.43,286.146,13.359
1.339,287.6,18.516
1.498,289.809,19.278
1.453,290.28,20.364
1.294,287.8,17.102
1.181,286.839,14.279
1.044,286.06,15.573
1.181,287.922,18.106
1.476,289.437,22.913
1.339,290.904,25.742
1.181,290.389,23.476
1.362,290.425,18.222
0.976,290.718,25.004
1.203,289.481,15.767
1.271,286.44,15.029
1.339,287.809,6.849
0.976,287.278,10.976
1.112,288.372,10.52
1.112,288.266,11.677
1.339,290.437,12.052
1.226,290.456,11.235
1.226,288.758,11.81
1.226,287.367,10.015
1.408,287.768,12.387
1.09,286.073,5.548
1.271,285.922,4.525
1.203,285.199,9.427
1.408,285.514,11.702
0.999,285.817,9.633
1.158,287.757,8.659
1.112,287.382,8.704
1.43,288.986,9.017
1.544,288.002,10.904
1.226,286.642,6.636
1.294,287.433,7.032
1.044,288.087,8.807
1.181,287.96,4.859
1.271,287.84,7.246
1.317,287.246,11.379
1.09,286.806,11.15
1.294,287.847,9.165
1.112,288.226,9.663
0.976,289.336,10.802
1.09,289.515,12.593
1.067,290.036,7.949
1.067,287.965,12.702
1.158,290.852,9.796
0.999,288.737,6.989
1.203,289.174,8.323
1.294,288.706,13.604
1.112,287.378,9.393
1.135,285.737,4.868
1.339,287.347,9.522
1.362,287.536,15.809
1.294,288.628,13.806
1.067,288.761,9.437
1.408,288.12,10.475
1.022,289.208,10.557
1.271,288.924,7.727
1.112,287.041,6.995
1.249,286.851,6.424
1.203,288.464,10.514
1.317,289.905,15.064
1.112,288.083,14.105
1.362,290.731,11.055
1.271,292.604,12.055
1.408,293.897,17.887
1.226,290.074,10.08
0.999,287.743,8.764
1.226,287.754,10.277
0.999,287.896,10.98
1.09,289,12.574
1.408,290.763,12.442
1.09,288.342,9.365
1.158,288.474,7.197
1.181,288.357,7.648
1.339,288.795,10.359
1.067,286.291,9.168
1.044,286.761,9.855
1.249,287.973,9.845
1.385,288.138,6.172
1.453,286.884,7.876
1.181,288.719,12.474
1.112,289.799,12.839
0.84,289.119,11.824
0.885,289.448,14.6
1.362,290.758,15.128
1.044,288.658,10.794
0.999,287.759,14.584
1.112,286.761,16.37
1.294,286.815,14.001
1.022,288.796,12.504
0.999,289.081,12.836
0.885,289.256,10.355
0.908,288.959,10.056
1.203,286.577,10.338
1.339,285.922,12.639
1.408,290.374,12.087
1.362,290.904,12.682
1.203,289.65,14.636
1.158,288.97,13.809
0.976,288.794,14.513
1.158,287.815,13.512
1.249,286.818,15.062
1.249,289.008,20.436
1.521,289.275,25.857
1.112,288.099,18.138
1.294,286.478,12.89
1.498,288.373,13.159
1.203,284.39,7.112
0.931,282.926,8.26
1.271,286.365,8.24
1.249,288.587,9.874
1.203,288.389,9.191
1.022,287.313,15.664
1.067,289.265,13.001
1.498,286.771,6.093
1.158,285.094,9.053
1.226,281.915,8.698
1.158,283.567,8.52
0.976,285.01,10.202
1.43,284.926,10.092
1.181,283.253,12.738
1.135,285.441,11.203
1.408,285.869,14.803
1.181,286.049,25.797
1.158,284.965,12.9
1.135,283.661,15.572
1.249,284.773,16.457
1.294,284.843,21.281
1.226,284.26,24.311
1.249,284.796,15.611
1.294,285.785,19.661
1.249,285.71,24.974
0.931,288.411,21.277
1.68,288.396,18.362
1.112,286.796,24.724
1.158,286.265,25.82
1.09,286.69,11.509
1.249,282.583,10.3
1.362,280.85,12.414
1.43,280.224,19.412
1.181,280.954,15.564
1.362,280.26,24.609
1.362,281.212,29.745
1.158,280.23,24.413
1.067,282.301,12.979
1.476,282.776,18.622
1.498,282.054,29.305
1.476,286.183,22.065
1.612,286.502,8.513
1.181,281.406,10.798
1.181,281.943,10.562
1.158,284.953,11.913
1.067,285.728,11.158
1.181,285.114,15.11
0.999,285.022,15.567
1.294,281.538,24.338
1.294,281.668,19.254
1.43,281.147,12.795
1.362,284.295,10.151
1.249,281.944,8.872
1.339,279.199,9.937
1.635,283.468,10.978
1.339,281.417,8.24
0.976,276.538,13.1
1.158,279.769,7.553
1.544,279.051,8.449
1.271,275.992,18.842
1.521,276.563,25.254
1.612,278.447,15.464
1.839,277.751,10.719
1.362,279.403,10.22
1.68,280.665,10.209
1.271,281.83,9.803
1.408,279.895,9.546
1.521,276.58,9.914
1.362,277.56,11.092
1.657,279.742,9.902
1.408,277.891,12.921
1.476,279.949,13.885
1.725,281.659,9.493
1.135,279.695,9.873
1.68,283.898,9.702
1.294,279.724,9.257
1.612,281.301,8.144
1.566,279.147,7.095
1.271,281.643,9.999
1.476,284.072,9.016
1.566,284.303,7.838
1.498,280.25,8.463
1.589,278.923,8.569
1.476,278.343,8.871
1.067,278.063,7.629
1.249,274.831,15.73
1.498,274.934,28.862
1.589,274.314,28.738
1.271,273.895,23.202
1.816,275.769,18.709
1.657,273.668,20.083
1.566,275.274,19.675
1.68,275.888,21.122
1.725,276.375,26.303
1.498,274.034,24.839
1.589,274.114,22.735
1.68,275.551,20.562
1.657,273.949,15.625
1.93,279.823,20.121
1.725,277.987,10.767
2.066,278.069,12.921
1.725,283.254,9.602
1.657,283.281,7.269
1.862,278.572,9.155
1.521,277.57,11.1
1.907,278.714,14.886
1.669,279.112,11.906
1.761,282.194,7.924
1.541,280.79,8.462
1.669,281.51,8.125
1.724,278.954,8.025
1.779,282.246,5.72
1.339,281.186,6.239
1.687,283.678,7.162
1.614,279.701,6.285
1.853,281.776,11.401
1.706,282.863,9.114
1.743,282.408,4.609
1.247,278.851,8.361
1.999,280.647,10.465
1.651,281.939,13.08
1.522,279.583,9.197
1.577,282.178,7.857
1.541,282.267,8.575
1.669,280.634,8.608
1.394,276.932,5.973
2.018,275.327,9.362
1.522,272.575,10.555
1.192,275.201,8.478
1.522,273.408,13.106
1.963,277.401,7.276
1.669,279.08,8.314
1.614,279.842,5.562
1.632,279.997,13.584
1.229,277.971,10.376
1.431,280.222,7.685
1.669,281.791,12.551
1.632,280.047,14.983
1.284,274.141,25.435
1.614,272.735,29.356
1.963,274.562,21.132
1.743,272.29,18.468
1.981,271.28,23.027
2.128,273.878,10.672
1.963,271.855,10.578
1.706,276.463,8.618
1.889,279.38,9.365
1.798,279.521,5.975
1.687,279.332,9.236
1.614,278.466,10.452
1.247,280.824,14.653
1.999,280.242,16.007
2.274,279.314,23.558
1.889,278.398,18.38
1.706,280.257,20.502
1.908,281.756,12.925
1.798,280.325,10.713
1.596,281.175,9.002
1.596,281.277,13.228
1.302,280.877,10.55
1.614,280.114,8.236
2.164,278.509,8.361
1.559,281.375,7.391
1.449,280.883,10.752
2.274,278.464,5.519
1.834,278.192,9.237
1.174,279.737,8.525
1.706,279.669,7.622
1.321,280.279,7.702
1.743,281.7,6.918
1.632,279.585,11.818
1.577,279.601,11.855
1.449,279.897,11.618
1.669,281.95,11.335
1.339,282.979,16.049
1.394,282.428,12.625
1.596,279.727,11.315
1.357,280.572,13.058
1.211,280.786,15.213
1.412,279.451,10.687
1.412,283.1,9.942
1.541,277.2,8.005
1.541,275.93,9.114
1.522,275.23,10.777
1.467,275.252,11.057
1.467,279.103,10.565
1.394,279.708,16.768
1.596,278.526,25.461
1.211,281.702,44.346
1.431,281.332,34.861
1.247,282.136,46.947
1.412,280.931,54.739
1.651,279.147,9.822
1.339,280.064,30.488
1.486,282.131,34.016
1.522,282.175,30.529
1.174,282.864,40.525
1.321,279.439,14.902
1.339,280.191,16.539
1.486,282.301,14.698
1.559,282.089,12.445
1.211,282.044,18.865
1.394,283.707,17.24
1.247,282.874,10.15
1.541,284.733,8.835
1.357,284.643,13.597
1.504,284.685,27.487
1.412,285.125,33.344
1.449,287.268,35.523
1.486,288.359,38.978
1.669,286.604,20.257
1.376,283.586,11.874
1.339,282.333,12.438
1.302,284.153,13.562
1.467,284.385,20.529
1.486,286.669,26.477
1.284,287.102,23.023
1.467,286.658,17.799
1.412,287.103,8.335
1.467,286.671,9.85
1.192,285.489,11.022
1.082,285.583,17.185
1.211,286.563,13.769
0.844,286.982,21.756
0.899,285.949,15.16
1.357,287.064,16.403
1.156,286.407,14.722
1.192,284.031,17.335
1.412,284.211,17.976
1.229,285.049,18.269
1.339,286.106,11.775
1.412,285.176,4.469
1.174,284.806,11.277
1.174,284.276,6.652
1.321,284.41,8.02
1.192,283.26,6.585
1.247,284.918,10.97
1.302,283.382,10.098
1.321,282.778,6.609
1.486,283.78,6.749
1.449,283.248,6.315
1.486,288.757,5.755
1.064,286.418,8.706
1.082,285.034,13.702
1.119,284.689,14.518
1.284,286.355,24.723
1.449,286.127,12.874
1.174,288.604,11.611
1.339,290.05,10.229
1.412,286.073,10.162
1.082,283.696,10.22
1.467,280.638,7.155
1.339,281.437,8.741
1.101,282.188,6.693
1.596,282.519,10.65
1.211,285.573,13.048
1.376,287.647,18.766
1.174,290.114,16.14
1.174,289.698,17.849
1.522,289.334,19.194
1.339,288.26,20.331
1.449,287.365,22.661
1.174,288.368,25.222
1.431,290.465,33.616
1.394,291.766,30.314
1.412,291.193,28.611
1.394,291.643,22.189
1.357,290.565,21.871
1.449,289.045,16.117
1.284,287.499,17.474
0.917,287.879,7.118
1.229,287.374,9.315
1.321,288.297,8.092
1.247,287.911,10.55
1.174,290.289,13.786
1.229,289.104,8.592
1.302,287.658,8.647
1.156,287.432,11.104
1.412,287.805,7.83
1.101,285.48,4.807
1.376,284.81,4.537
1.156,284.911,7.097
1.357,285.264,9.211
1.284,285.047,8.463
1.192,287.577,7.574
1.119,287.63,7.553
1.211,288.115,9.285
1.376,287.569,9.228
1.174,286.235,4.657
1.137,286.942,4.349
1.357,287.069,6.081
1.009,287.593,3.161
1.192,287.383,5.83
1.596,286.707,9.66
1.284,286.034,7.088
1.027,287.55,4.899
0.935,288.144,6.48
1.192,289.031,7.91
1.284,288.174,9.965
1.119,288.861,6.871
0.972,287.449,10.812
1.211,289.797,9.136
1.119,287.669,5.614
1.247,288.666,5.77
1.174,288.301,8.68
1.064,286.601,9.379
1.394,284.721,5.653
1.211,286.285,7.843
1.192,286.361,14.903
1.229,288.011,8.925
0.899,288.266,8.078
1.339,287.552,9.509
1.229,288.771,9.975
1.101,288.488,4.933
1.009,286.886,4.577
1.247,286.665,4.92
1.229,288.085,8.504
1.412,289.217,14.48
1.431,287.505,11.24
1.449,289.704,8.556
1.027,291.632,11.671
1.302,293.009,16.484
1.082,288.835,7.286
1.009,286.486,6.724
1.064,287.471,9.061
1.192,288.178,11.274
1.156,288.746,9.207
1.321,289.797,9.368
1.339,287.746,6.947
0.954,287.981,6.791
1.339,288.453,6.728
1.174,288.18,8.303
0.935,285.811,7.233
1.009,286.236,7.37
1.101,287.277,8.864
0.899,287.151,3.655
1.302,286.455,9.58
1.174,288.606,13.513
1.247,290.22,14.877
1.192,289.461,13.898
1.229,289.848,14.797
1.284,290.524,11.842
1.082,288.464,9.661
1.357,287.149,12.925
1.192,287.071,18.333
1.284,286.448,10.261
1.082,288.171,9.934
1.137,288.759,11.848
1.412,288.952,7.748
1.412,288.758,8.757
1.302,286.903,8.901
1.137,286.206,9.659
0.954,289.826,10.327
1.266,290.729,12.233
1.302,289.684,14.036
1.211,288.484,11.104
1.229,288.66,10.988
0.972,287.578,11.171
1.156,286.868,12.35
1.082,288.682,19.574
1.211,288.374,24.493
1.009,287.616,15.895
1.064,286.013,12.087
1.302,287.867,9.396
0.972,283.788,6.238
1.192,282.462,7.479
1.027,286.16,6.292
1.266,288.024,8.851
1.467,287.743,7.824
1.376,287.211,11.503
1.064,288.579,10.739
1.027,285.616,4.689
1.192,284.672,5.239
1.137,281.364,9.003
1.064,282.188,14.711
1.247,284.144,11.574
1.412,285.087,13.621
1.156,283.81,17.55
1.211,285.286,15.483
0.972,285.24,20.49
1.247,285.96,23.992
1.192,284.253,9.856
1.266,282.904,19.72
1.449,283.541,20.783
1.376,284.332,21.841
1.119,284.554,29.745
1.064,285.61,15.72
1.376,285.74,18.34
1.302,284.929,23.134
1.266,288.141,20.45
1.156,288.239,20.693
0.917,286.943,23.461
1.486,286.322,22.591
1.009,286.031,9.439
1.302,282.052,7.83
1.229,280.833,11.447
1.101,279.744,20.494
1.229,279.438,18.732
1.357,279.81,22.425
1.376,280.977,27.057
1.174,279.332,27.055
1.156,280.324,17.251
1.211,281.888,22.601
1.321,282.01,27.122
1.101,286.222,15.126
1.743,285.909,5.811
1.357,281.013,8.454
1.357,282.138,7.552
1.174,285.072,8.322
1.101,285.572,8.071
1.596,284.221,10.237
1.541,284.743,12.275
1.156,281.208,21.697
1.192,281.646,15.155
1.266,281.416,10.099
1.357,283.664,5.985
1.284,281.783,7.108
1.284,279.9,7.836
1.119,283.377,7.049
1.376,281.459,6.387
1.321,275.202,11.518
1.174,280.248,5.773
1.522,278.566,10.035
1.394,274.496,21.686
1.669,275.645,22.762
1.724,279.363,13.624
1.211,277.229,4.81
1.504,278.691,9.023
1.412,279.401,10.651
1.394,280.554,7.99
1.302,279.631,7.007
1.431,274.629,12.013
1.357,277.713,8.526
1.632,280.325,8.114
1.394,279.923,9.886
1.229,281.176,8.421
1.541,281.616,7.018
1.357,279.452,7.242
1.357,283.913,7.079
1.632,279.425,8.599
1.614,281.304,7.201
1.614,279.349,4.524
1.779,282.175,6.492
1.339,283.488,9.047
1.577,284.695,6.016
1.504,279.592,6.386
1.522,279.302,7.485
1.541,278.754,9.045
1.302,277.308,7.29
1.431,273.655,12.046
1.431,274.271,26.02
1.357,274.83,24.334
1.522,273.21,23.164
1.522,274.025,19.456
1.412,271.905,20.94
1.853,273.491,20.369
1.357,274.388,22.14
1.266,274.962,23.128
1.614,271.391,24.886
1.706,272.306,23.03
1.376,275.897,16.236
1.651,274.38,12.388
1.963,280.481,16.932
1.614,277.405,6.579
1.743,278.545,11.264
1.889,282.986,8.282
1.467,282.779,6.434
1.522,278.356,8.384
1.577,277.5,6.735
2.018,279.066,11.249
1.84,279.575,13.969
1.132,282.036,13.74
1.999,282.043,11.934
1.592,282.31,11.967
1.769,279.342,10.35
1.875,282.099,9.367
1.185,281.95,8.128
1.751,285.112,10.19
1.627,281.607,8.717
1.557,282.521,14.275
1.716,283.203,16.693
1.733,283.639,6.963
1.344,279.501,12.45
1.786,280.622,15.759
1.61,283.327,13.401
1.256,281.457,11.888
1.627,283.136,10.556
1.539,282.964,12.318
1.362,282.586,9.949
1.433,278.365,10.083
1.539,276.784,5.792
1.362,275.494,5.643
1.433,275.461,7.339
1.698,274.975,8.318
1.893,276.653,12.59
1.716,279.261,15.529
1.309,280.359,9.857
1.344,280.96,17.63
1.45,279.295,20.647
1.362,279.866,14.753
1.327,282.11,20.543
1.733,281.016,18.387
1.645,276.943,20.778
1.521,275.302,22.674
1.574,276.82,17.942
1.415,273.813,18.085
1.557,273.345,21.226
1.857,275.309,11.632
1.645,274.997,10.192
1.645,278.911,11.914
1.91,280.913,13.388
1.91,280.919,8.884
1.627,279.801,14.823
1.521,279.995,12.82
1.574,279.899,17.856
1.645,281.954,24.182
1.61,280.144,28.324
1.521,279.244,14.897
1.751,280.907,24.812
1.45,282.206,15.963
1.786,281.528,13.371
1.893,281.266,13.042
1.397,282.315,18.995
1.433,281.971,13.774
1.645,280.655,11.671
1.362,279.718,11.98
1.645,281.091,10.853
1.61,282.54,14.959
1.362,279.805,11.194
1.397,279.343,12.893
1.327,280.301,8.948
1.415,280.743,12.991
1.557,281.517,10.646
1.256,282.804,11.704
1.468,280.455,17.805
1.309,280.639,21.49
1.167,281.438,17.36
1.327,282.075,16.589
1.503,282.549,21.226
1.592,283.471,24.113
1.468,280.967,17.962
1.415,281.212,20.444
1.256,281.818,25.338
1.663,281.252,16.286
1.433,284.082,14.747
1.397,279.22,8.416
1.486,276.865,8.409
1.256,276.782,7.537
1.415,277.307,8.561
1.291,277.134,13.019
1.309,280.041,14.769
1.592,279.971,22.431
1.503,282.24,41.603
1.362,282.292,41.87
1.15,282.551,50.914
1.433,282.458,51.604
1.503,280.7,32.572
1.592,280.021,32.595
1.309,282.609,37.321
1.486,283.467,39.851
1.309,283.234,39.212
1.397,280.212,8.223
1.291,280.476,6.308
1.38,282.501,20.978
1.45,282.848,14.692
1.415,282.056,14.316
1.238,284.121,21.119
1.344,284.216,15.915
1.362,285.136,12.505
1.238,284.564,18.324
1.503,283.878,26.729
1.38,284.47,31.492
1.468,285.894,32.944
1.132,287.46,34.193
1.362,286.879,33.186
1.291,284.454,13.067
1.185,283.416,15.41
1.238,285.309,19.453
1.291,282.904,8.699
1.309,285.118,23.81
1.309,287.525,25.913
1.167,287.592,23.532
1.344,288.475,18.735
1.061,289.254,20.877
1.061,285.776,9.888
1.203,286.012,11.256
1.026,285.974,10.876
1.468,286.857,20.947
1.167,285.879,15.207
1.327,286.839,17.543
1.309,285.806,13.818
1.22,282.735,10.481
1.274,283.819,12.44
1.468,283.306,10.558
1.256,286.568,19.016
1.309,285.923,7.334
1.327,285.763,14.099
1.415,285.459,11.142
1.256,285.609,9.744
1.344,284.562,8.498
1.203,286.336,12.507
1.256,284.717,13.132
1.45,283.529,9.944
0.92,282.918,9.215
1.486,284.104,10.674
1.274,287.058,9.329
1.344,288.638,10.766
0.991,286.576,16.54
1.344,285.039,16.184
1.521,286.405,14.308
1.291,287.938,18.604
1.203,289.666,18.41
1.167,291.367,22.407
1.362,288.555,15.088
1.185,285.326,14.529
1.132,282.73,5.972
1.238,281.822,3.199
1.397,283.654,10.225
1.097,284.232,12.357
1.397,286.462,16.19
1.044,287.399,18.461
1.256,288.994,21.259
1.097,289.457,19.929
1.15,288.097,19.22
1.167,287.757,14.615
1.167,286.623,12.94
1.362,288.355,14.447
1.061,287.948,20.614
1.327,290.293,21.303
1.097,289.68,19.278
1.291,289.373,19.437
1.132,291.393,25.486
1.185,290.506,17.516
1.114,288.52,22.941
1.309,289.237,10.465
1.256,287.641,11.448
1.15,288.901,10.799
1.008,288.465,12.011
1.203,290.557,13.737
1.397,290.652,15.041
0.973,289.476,12.882
1.291,287.87,10.474
1.079,288.139,13.126
1.185,286.118,6.309
1.185,287.249,6.456
1.061,285.892,8.683
1.256,286.161,13.085
1.344,286.756,12.486
1.238,288.231,9.45
0.973,288.463,11.917
1.327,289.528,12.045
1.327,288.45,12.665
1.132,287.368,7.412
0.902,287.89,7.609
1.327,288.525,9.211
1.061,289.075,6.365
1.238,288.777,7.495
1.22,288.295,11.916
1.22,287.244,10.613
1.38,288.205,10.884
0.973,288.707,10.207
1.256,289.604,11.957
1.291,291.149,15.06
0.937,290.846,10.666
1.238,290.638,15.923
0.867,291.786,13.951
1.026,289.675,9.127
1.291,290.138,9.476
0.902,289.696,14.004
1.291,288.794,10.203
1.503,288.318,8.009
1.22,288.502,8.689
1.309,288.604,14.603
0.991,289.622,14.048
1.291,289.52,11.043
1.167,288.943,13.827
1.079,290.262,13.913
1.132,290.263,8.572
1.15,287.807,7.377
0.991,287.388,6.783
1.167,288.605,11.328
1.044,290.382,20.077
1.238,288.56,18.139
1.044,291.089,13.711
1.327,292.488,15.223
1.256,294.278,22.692
1.097,291.149,13.663
0.814,289.121,11.601
0.973,288.72,9.703
1.061,288.463,6.037
1.256,289.104,6.938
1.203,290.899,15.082
1.026,289.844,12.72
1.327,289.46,9.401
0.778,289.457,10.92
1.203,289.915,12.551
1.044,287.23,10.003
0.973,287.718,10.283
1.097,289.113,11.8
0.991,289.308,8.057
0.973,287.478,5.569
0.955,289.336,12.823
1.291,290.656,10.82
1.433,290.041,9.423
1.344,290.088,15.235
1.185,291.211,16.906
1.026,289.395,11.578
1.061,288.256,13.255
0.973,287.751,12.235
1.167,287.679,15.841
1.238,288.853,13.705
1.203,289.409,13.932
1.114,289.862,11.747
1.203,289.989,11.444
1.026,287.409,9.251
1.15,286.528,9.129
1.15,290.259,14.097
0.92,290.898,11.4
1.061,290.171,13.951
1.044,289.792,16.178
1.15,289.722,14.299
0.991,288.374,13.105
1.044,287.228,13.092
1.008,288.795,23.357
1.238,289.165,27.868
1.38,289.06,23.119
0.902,287.517,16.79
1.327,288.489,17.501
1.114,286.146,8.02
1.097,284.13,8.069
0.955,287.073,10.589
1.185,289.521,12.099
1.185,289.544,11.946
1.397,288.992,15.601
1.238,289.785,14.944
0.991,288.012,7.825
1.274,285.515,11.036
1.044,282.96,6.428
1.344,285.313,4.792
1.291,286.116,10.676
0.937,285.853,7.885
0.902,284.411,11.123
1.097,286.711,13.278
0.973,287.23,15.077
0.973,287.033,31.051
1.397,285.798,17.497
1.344,285.022,16.327
1.132,286.25,17.685
1.344,285.69,23.465
1.097,285.618,24.591
1.344,284.746,15.691
1.344,286.492,22.861
1.132,285.782,27.382
1.38,288.148,22.74
1.22,287.272,15.206
1.344,286.353,27.909
1.132,286.478,28.071
1.521,287.79,16.1
1.291,284.179,9.863
1.203,281.91,11.189
1.114,281.672,16.252
1.309,282.427,13.033
1.061,281.084,25.715
1.079,282.183,26.254
1.22,280.777,19.915
1.344,283.206,10.308
1.592,283.388,20.211
1.238,283.299,35.763
1.344,285.799,28.6
1.274,287.205,15.312
1.061,282.6,13.098
1.203,282.078,12.161
1.38,284.357,15.703
1.256,285.347,14.231
1.327,285.599,17.899
1.22,285.358,18.386
1.185,282.767,14.696
1.256,282.212,22.701
1.344,281.157,15.211
1.22,284.161,12.477
1.256,282.415,10.704
1.645,279.326,10.857
1.362,283.481,11.162
0.991,282.137,7.603
1.574,277.702,12.857
1.539,279.521,8.542
1.327,279.878,4.717
1.132,277.783,11.661
1.61,276.855,29.832
1.22,278.612,24.069
1.22,279.14,15.084
1.291,280.51,11.561
1.415,281.851,9.758
1.468,282.864,11.294
1.521,280.954,11.597
1.256,278.673,7.423
1.486,277.462,14.965
1.539,280.036,11.12
1.256,278.659,13.62
1.026,280.284,19.889
1.539,282.112,12.417
1.362,280.347,10.989
1.521,283.56,10.178
1.592,280.795,10.077
1.291,282.069,9.779
1.521,280.029,8.296
1.539,281.77,13.13
1.274,284.414,11.208
1.539,284.691,10.925
1.45,281.17,9.057
1.185,279.836,9.431
1.415,279.767,11.455
1.468,279.438,6.421
1.91,276.307,13.847
1.344,276.127,22.468
1.716,275.435,25.04
1.468,276.1,21.529
1.203,276.848,15.719
1.309,275.459,16.589
1.256,276.193,16.722
1.503,276.247,21.191
1.291,276.516,28.959
1.893,275.219,35.651
1.468,275.693,31.483
1.574,276.618,31.506
1.291,276.081,19.819
1.627,279.906,26.034
2.229,280.239,15.649
1.804,278.294,17.379
1.539,283.186,15.701
1.786,282.964,10.897
1.786,279.634,9.928
1.645,278.293,12.496
1.963,279.031,18.837
1.404,279.307,15.36
1.118,282.036,16.058
1.287,281.806,13.397
1.053,282.479,12.865
1.105,279.494,12.282
1.131,282.058,9.323
1.209,282.171,9.965
1.209,285.157,13.817
1.131,281.416,13.001
1.053,282.757,16.599
1.17,283.155,19.924
0.975,283.578,7.351
1.17,279.256,16.339
1.001,280.476,16.718
1.092,283.531,18.273
1.04,281.404,14.701
1.04,283.464,12.645
1.053,283.542,15.353
1.066,282.512,10.843
1.131,278.189,13.258
0.897,276.259,10.221
0.923,274.678,10.93
1.092,274.706,11.748
0.806,274.298,16.963
1.313,275.149,19.77
0.949,278.996,19.426
1.144,279.844,11.918
1.17,280.765,22.461
1.053,279.628,27.985
0.949,279.2,20.866
0.936,282.006,26.039
1.014,280.993,22.48
1.001,276.342,27.393
0.962,275.307,27.027
1.209,276.799,25.937
1.157,273.693,28.126
1.118,272.152,39.841
1.105,275.653,13.972
